,blockid,addrptid,strctid,x,y,huestimate,residential
857,410079509001017,41007021725001001S001001A,41007021725001001S,-123.912948608,46.0039749146,1,1
858,410079509005048,41007021728001001S001001A,41007021728001001S,-123.923248291,46.0036315918,1,1
859,410079509005048,41007021729001001S001001A,41007021729001001S,-123.9246521,46.0036048889,1,1
860,410079509005048,41007021730001001S002001A,41007021730001001S,-123.922950745,46.003616333,2,1
862,410079509005048,41007021731001001S001001A,41007021731001001S,-123.924453735,46.0035934448,1,1
863,410079509001020,41007021732001001S002001A,41007021732001001S,-123.919967651,46.0037536621,2,1
865,410079509005010,41007021733001001S001001A,41007021733001001S,-123.926620483,46.0035476685,1,1
866,410079509005049,41007021734001001S001001A,41007021734001001S,-123.925331116,46.0035629272,1,1
867,410079509005048,41007021736001001S001001A,41007021736001001S,-123.924255371,46.0035820007,1,1
868,410079509005048,41007021737001001S001001A,41007021737001001S,-123.924064636,46.0035705566,1,1
869,410079509001017,41007021738002001S001001A,41007021738002001S,-123.913116455,46.0037384033,1,1
870,410079509001017,41007021738002002S001001A,41007021738002002S,-123.913116455,46.0037384033,1,1
871,410079509001017,41007021740001001S001001A,41007021740001001S,-123.912193298,46.0037727356,1,1
872,410079509001020,41007021741001001S001001A,41007021741001001S,-123.920120239,46.0035591125,1,1
873,410079511001032,41007021742001001S001001A,41007021742001001S,-123.911277771,46.003780365,1,1
874,410079509001020,41007021743001001S004001A,41007021743001001S,-123.919670105,46.0035667419,4,1
878,410079509001024,41007021745001001S001001A,41007021745001001S,-123.918907166,46.003490448,1,1
879,410079509001024,41007021746001001S001001A,41007021746001001S,-123.918708801,46.003490448,1,1
880,410079511001032,41007021747001001S001001A,41007021747001001S,-123.910362244,46.0034790039,1,1
881,410079509001024,41007021748001001S001001A,41007021748001001S,-123.918510437,46.003490448,1,1
882,410079509001024,41007021749001001S001001A,41007021749001001S,-123.918251038,46.003490448,1,1
883,410079509001024,41007021752001001S001001A,41007021752001001S,-123.917953491,46.003490448,1,1
884,410079509005005,41007021753001001S001001A,41007021753001001S,-123.926673889,46.0033149719,1,1
885,410079511001032,41007021754002001S001001A,41007021754002001S,-123.909255981,46.0034828186,1,1
886,410079511001032,41007021754002002S001001A,41007021754002002S,-123.909255981,46.0034828186,1,1
887,410079509001024,41007021755001001S001001A,41007021755001001S,-123.917724609,46.003490448,1,1
888,410079509001024,41007021756001001S001001A,41007021756001001S,-123.917427063,46.0034942627,1,1
889,410079509005005,41007021757001001S001001A,41007021757001001S,-123.926544189,46.0032119751,1,1
890,410079509005005,41007021758001001S003001A,41007021758001001S,-123.926193237,46.0032463074,3,1
893,410079509001024,41007021759001001S001001A,41007021759001001S,-123.917037964,46.0034942627,1,1
894,410079509005005,41007021760001001S001001A,41007021760001001S,-123.926002502,46.0032463074,1,1
895,410079509005005,41007021761001001S002001A,41007021761001001S,-123.925804138,46.0032463074,2,1
897,410079509001024,41007021762001001S001001A,41007021762001001S,-123.916694641,46.0035057068,1,1
898,410079509005005,41007021763001001S010001A,41007021763001001S,-123.92540741,46.0032463074,10,1
908,410079509005047,41007021766001001S001001A,41007021766001001S,-123.924697876,46.0032424927,1,1
909,410079509005047,41007021768001001S001001A,41007021768001001S,-123.924507141,46.0032424927,1,1
910,410079509005047,41007021769001001S001001A,41007021769001001S,-123.924308777,46.0032424927,1,1
911,410079509005047,41007021770001001S001001A,41007021770001001S,-123.92401123,46.0032424927,1,1
912,410079509001020,41007021771001001S001001A,41007021771001001S,-123.920120239,46.0034065247,1,1
913,410079509005047,41007021772001001S001001A,41007021772001001S,-123.923721313,46.0032424927,1,1
914,410079509005047,41007021773001001S001001A,41007021773001001S,-123.923469543,46.0032958984,1,1
915,410079509005047,41007021775001001S002001A,41007021775001001S,-123.923416138,46.0030822754,2,1
917,410079509005047,41007021776001001S001001A,41007021776001001S,-123.923049927,46.0032501221,1,1
918,410079509001024,41007021777001001S001001A,41007021777001001S,-123.919166565,46.0034713745,1,1
919,410079509005047,41007021778001001S001001A,41007021778001001S,-123.922660828,46.0030975342,1,1
920,410079511001032,41007021779001001S001001A,41007021779001001S,-123.911193848,46.003490448,1,1
921,410079509001017,41007021780001001S001001A,41007021780001001S,-123.91293335,46.0034828186,1,1
922,410079509001024,41007021782001001S002001A,41007021782001001S,-123.919395447,46.003162384,2,1
924,410079509005005,41007021783001001S002001A,41007021783001001S,-123.926559448,46.0030059814,2,1
926,410079509001024,41007021784001001S001001A,41007021784001001S,-123.919029236,46.0031814575,1,1
927,410079509001024,41007021785001001S001001A,41007021785001001S,-123.918579102,46.0032081604,1,1
928,410079509005005,41007021787001001S001001A,41007021787001001S,-123.926200867,46.0029716492,1,1
929,410079509001024,41007021788001001S001001A,41007021788001001S,-123.917541504,46.0031852722,1,1
930,410079509005005,41007021789001001S004001A,41007021789001001S,-123.926002502,46.0029716492,4,1
934,410079509005005,41007021790001001S003001A,41007021790001001S,-123.925804138,46.0029716492,3,1
937,410079509005005,41007021791001001S002001A,41007021791001001S,-123.92565918,46.0029716492,2,1
939,410079509005005,41007021792001001S002001A,41007021792001001S,-123.925559998,46.0029716492,2,1
941,410079509005005,41007021793001001S001001A,41007021793001001S,-123.92540741,46.0029716492,1,1
942,410079509005005,41007021794001001S002001A,41007021794001001S,-123.925216675,46.0029716492,2,1
944,410079509005047,41007021795001001S001001A,41007021795001001S,-123.92489624,46.0029716492,1,1
945,410079509005047,41007021796001001S001001A,41007021796001001S,-123.924720764,46.0029716492,1,1
946,410079509005047,41007021797001001S001001A,41007021797001001S,-123.9245224,46.0029678345,1,1
947,410079509005047,41007021798001001S001001A,41007021798001001S,-123.924308777,46.0029678345,1,1
948,410079509005047,41007021800001001S001001A,41007021800001001S,-123.924110413,46.0029678345,1,1
949,410079509005047,41007021802001001S001001A,41007021802001001S,-123.923820496,46.0029754639,1,1
950,410079509001017,41007021805001001S003001A,41007021805001001S,-123.91293335,46.0032196045,3,1
953,410079509005005,41007021806001001S001001A,41007021806001001S,-123.926727295,46.0029029846,1,1
954,410079511001032,41007021807001001S001001A,41007021807001001S,-123.911529541,46.0032615662,1,1
955,410079509001020,41007021808001001S001001A,41007021808001001S,-123.920280457,46.0030517578,1,1
956,410079509001024,41007021809001001S001001A,41007021809001001S,-123.918708801,46.0030975342,1,1
957,410079509001020,41007021812001001S005001A,41007021812001001S,-123.92061615,46.0028152466,5,1
962,410079509001020,41007021813001001S001001A,41007021813001001S,-123.920135498,46.0028648376,1,1
963,410079509005014,41007021814001001S002001A,41007021814001001S,-123.926856995,46.0026817322,2,1
965,410079509005014,41007021815001001S002001A,41007021815001001S,-123.926834106,46.0025596619,2,1
967,410079509005014,41007021816001001S001001A,41007021816001001S,-123.926574707,46.0026168823,1,1
968,410079509005014,41007021817001001S001001A,41007021817001001S,-123.926391602,46.0026168823,1,1
969,410079509005014,41007021818001001S001001A,41007021818001001S,-123.926200867,46.0026168823,1,1
970,410079509005046,41007021819001001S002001A,41007021819001001S,-123.923347473,46.0027198792,2,1
972,410079509005014,41007021820001001S001001A,41007021820001001S,-123.926002502,46.0026130676,1,1
973,410079509005014,41007021821001001S001001A,41007021821001001S,-123.925804138,46.0026130676,1,1
974,410079509005014,41007021822001001S001001A,41007021822001001S,-123.925605774,46.0026130676,1,1
975,410079509005014,41007021824001001S003001A,41007021824001001S,-123.925315857,46.0026817322,3,1
978,410079509001021,41007021826001001S002001A,41007021826001001S,-123.919395447,46.0027618408,2,1
980,410079509005046,41007021828001001S001001A,41007021828001001S,-123.924705505,46.0026664734,1,1
981,410079509001021,41007021829001001S001001A,41007021829001001S,-123.9190979,46.0027656555,1,1
982,410079509001021,41007021830001001S001001A,41007021830001001S,-123.918899536,46.0027656555,1,1
983,410079509001021,41007021832001001S001001A,41007021832001001S,-123.918624878,46.0027656555,1,1
984,410079509005046,41007021833001001S001001A,41007021833001001S,-123.924308777,46.0026130676,1,1
985,410079509005046,41007021835001001S001001A,41007021835001001S,-123.924110413,46.0026130676,1,1
986,410079509001021,41007021836001001S001001A,41007021836001001S,-123.91835022,46.0027694702,1,1
987,410079509001021,41007021838001001S001001A,41007021838001001S,-123.918128967,46.0027656555,1,1
988,410079509005046,41007021839001001S002001A,41007021839001001S,-123.923919678,46.0026130676,2,1
990,410079509001021,41007021841001001S001001A,41007021841001001S,-123.917915344,46.0027656555,1,1
991,410079509001017,41007021842001001S001001A,41007021842001001S,-123.912147522,46.0029983521,1,1
992,410079509001021,41007021843001001S001001A,41007021843001001S,-123.91771698,46.0027694702,1,1
993,410079509001021,41007021844001001S001001A,41007021844001001S,-123.917526245,46.0027694702,1,1
994,410079509001021,41007021845001001S001001A,41007021845001001S,-123.917228699,46.0027694702,1,1
995,410079511001032,41007021854001001S001001A,41007021854001001S,-123.909233093,46.0025520325,1,1
996,410079509005014,41007021855001001S001001A,41007021855001001S,-123.925315857,46.0025444031,1,1
997,410079509005046,41007021857001001S001001A,41007021857001001S,-123.924697876,46.0025291443,1,1
998,410079509005014,41007021860001001S002001A,41007021860001001S,-123.926887512,46.0024108887,2,1
1000,410079509005014,41007021862001001S001001A,41007021862001001S,-123.926445007,46.0023422241,1,1
1001,410079509005014,41007021863001001S001001A,41007021863001001S,-123.926345825,46.0023422241,1,1
1002,410079509005014,41007021865001001S001001A,41007021865001001S,-123.926002502,46.0023422241,1,1
1003,410079509005014,41007021866001001S002001A,41007021866001001S,-123.925804138,46.0023422241,2,1
1005,410079509005014,41007021868001001S001001A,41007021868001001S,-123.925415039,46.0023384094,1,1
1006,410079509001020,41007021869001001S009001A,41007021869001001S,-123.920684814,46.0024528503,9,1
1015,410079509005014,41007021870001001S002001A,41007021870001001S,-123.925216675,46.0023384094,2,1
1017,410079509005046,41007021872001001S001001A,41007021872001001S,-123.92490387,46.0023384094,1,1
1018,410079509005046,41007021873001001S001001A,41007021873001001S,-123.924736023,46.0023384094,1,1
1019,410079509005046,41007021874001001S001001A,41007021874001001S,-123.924606323,46.0023384094,1,1
1020,410079509005046,41007021876001001S001001A,41007021876001001S,-123.924461365,46.0023384094,1,1
1021,410079509001021,41007021877001001S001001A,41007021877001001S,-123.919898987,46.0024299622,1,1
1022,410079509005046,41007021878001001S001001A,41007021878001001S,-123.924301147,46.0023384094,1,1
1023,410079509001021,41007021879001001S001001A,41007021879001001S,-123.919685364,46.002456665,1,1
1024,410079509005046,41007021880001001S001001A,41007021880001001S,-123.924110413,46.0023384094,1,1
1025,410079509001021,41007021882001001S001001A,41007021882001001S,-123.919487,46.002456665,1,1
1026,410079509005046,41007021883001001S003001A,41007021883001001S,-123.923919678,46.0023384094,3,1
1029,410079509001021,41007021884001001S001001A,41007021884001001S,-123.919296265,46.002456665,1,1
1030,410079509005046,41007021886001001S001001A,41007021886001001S,-123.923721313,46.0023384094,1,1
1031,410079509001021,41007021887001001S001001A,41007021887001001S,-123.9190979,46.002456665,1,1
1032,410079509005046,41007021889001001S002001A,41007021889001001S,-123.923423767,46.0023422241,2,1
1034,410079509001021,41007021890001001S001001A,41007021890001001S,-123.918899536,46.002456665,1,1
1035,410079509001021,41007021892001001S001001A,41007021892001001S,-123.918701172,46.002456665,1,1
1036,410079509001021,41007021893001001S001001A,41007021893001001S,-123.918502808,46.002456665,1,1
1037,410079509001021,41007021894001001S001001A,41007021894001001S,-123.918312073,46.0024604797,1,1
1038,410079509001021,41007021897001001S001001A,41007021897001001S,-123.918113708,46.0024604797,1,1
1039,410079509001021,41007021898001001S001001A,41007021898001001S,-123.917915344,46.0024604797,1,1
1040,410079509005014,41007021899001001S003001A,41007021899001001S,-123.926902771,46.0022735596,3,1
1043,410079509001021,41007021900001001S001001A,41007021900001001S,-123.91771698,46.0024604797,1,1
1044,410079509001021,41007021901001001S001001A,41007021901001001S,-123.917526245,46.0024604797,1,1
1045,410079509001021,41007021902001001S002001A,41007021902001001S,-123.917243958,46.0024719238,2,1
1047,410079511001256,41007021903001001S002001A,41007021903001001S,-123.910568237,46.002204895,2,1
1049,410079509001031,41007021912001001S001001A,41007021912001001S,-123.913246155,46.0025978088,1,1
1050,410079509001020,41007021916001001S008001A,41007021916001001S,-123.920883179,46.0021514893,8,1
1058,410079509005022,41007021917001001S001001A,41007021917001001S,-123.926925659,46.0020523071,1,1
1059,410079509001031,41007021918002001S001001A,41007021918002001S,-123.912872314,46.0023918152,1,1
1060,410079509001031,41007021918002002S001001A,41007021918002002S,-123.912872314,46.0023918152,1,1
1061,410079509005022,41007021919001001S002001A,41007021919001001S,-123.926589966,46.0019836426,2,1
1063,410079509001031,41007021920001001S002001A,41007021920001001S,-123.912475586,46.0023956299,2,1
1065,410079509005022,41007021922001001S001001A,41007021922001001S,-123.926200867,46.0019836426,1,1
1066,410079509005022,41007021924001001S001001A,41007021924001001S,-123.926002502,46.0019836426,1,1
1067,410079509005022,41007021925001001S001001A,41007021925001001S,-123.925804138,46.0019836426,1,1
1068,410079509005022,41007021926001001S001001A,41007021926001001S,-123.925613403,46.0019836426,1,1
1069,410079509005022,41007021927001001S001001A,41007021927001001S,-123.925415039,46.0019836426,1,1
1070,410079509005022,41007021928001001S001001A,41007021928001001S,-123.925216675,46.0019836426,1,1
1071,410079509005045,41007021929001001S003001A,41007021929001001S,-123.924804688,46.0019836426,3,1
1074,410079509005045,41007021930001001S001001A,41007021930001001S,-123.924407959,46.0019836426,1,1
1075,410079509005045,41007021931001001S002001A,41007021931001001S,-123.924064636,46.0019798279,2,1
1077,410079509005045,41007021933001001S002001A,41007021933001001S,-123.92376709,46.0019798279,2,1
1079,410079509005045,41007021934001001S001001A,41007021934001001S,-123.923522949,46.0018424988,1,1
1080,410079509005022,41007021937001001S006001A,41007021937001001S,-123.926933289,46.001914978,6,1
1086,410079509001022,41007021943001001S001001A,41007021943001001S,-123.919631958,46.0020256042,1,1
1087,410079509001022,41007021946001001S001001A,41007021946001001S,-123.919334412,46.0020294189,1,1
1088,410079509001022,41007021947001001S001001A,41007021947001001S,-123.918998718,46.0020256042,1,1
1089,410079509001022,41007021948001001S001001A,41007021948001001S,-123.918701172,46.0020256042,1,1
1090,410079509001022,41007021949001001S001001A,41007021949001001S,-123.918502808,46.0020294189,1,1
1091,410079509001022,41007021950001001S001001A,41007021950001001S,-123.918205261,46.0020294189,1,1
1092,410079509001022,41007021951001001S002001A,41007021951001001S,-123.917915344,46.0020294189,2,1
1094,410079509001022,41007021952001001S001001A,41007021952001001S,-123.91771698,46.0020294189,1,1
1095,410079509001022,41007021953001001S001001A,41007021953001001S,-123.917518616,46.0020294189,1,1
1096,410079509005022,41007021957001001S001001A,41007021957001001S,-123.926994324,46.0017700195,1,1
1097,410079509005022,41007021958001001S001001A,41007021958001001S,-123.926750183,46.0017089844,1,1
1098,410079509001020,41007021959001001S003001A,41007021959001001S,-123.921012878,46.0019416809,3,1
1101,410079509005022,41007021960001001S001001A,41007021960001001S,-123.926475525,46.0017089844,1,1
1102,410079509005022,41007021961001001S001001A,41007021961001001S,-123.926200867,46.0017089844,1,1
1103,410079509005022,41007021962001001S001001A,41007021962001001S,-123.926002502,46.0017089844,1,1
1104,410079509005022,41007021963001001S001001A,41007021963001001S,-123.925827026,46.0017089844,1,1
1105,410079509005022,41007021964001001S007001A,41007021964001001S,-123.925636292,46.0017089844,7,1
1112,410079509005022,41007021966001001S001001A,41007021966001001S,-123.925460815,46.0017089844,1,1
1113,410079509005022,41007021967001001S001001A,41007021967001001S,-123.925262451,46.0017089844,1,1
1114,410079509005045,41007021968001001S004001A,41007021968001001S,-123.92490387,46.0017089844,4,1
1118,410079509005045,41007021969001001S004001A,41007021969001001S,-123.924705505,46.0017089844,4,1
1122,410079509005045,41007021970001001S001001A,41007021970001001S,-123.924507141,46.0017089844,1,1
1123,410079509005045,41007021971001001S001001A,41007021971001001S,-123.924308777,46.0017089844,1,1
1124,410079509001031,41007021972001001S001001A,41007021972001001S,-123.913841248,46.00207901,1,1
1125,410079509005045,41007021973001001S002001A,41007021973001001S,-123.924064636,46.0017089844,2,1
1127,410079509005022,41007021974001001S002001A,41007021974001001S,-123.927062988,46.0016593933,2,1
1129,410079509005045,41007021975001001S001001A,41007021975001001S,-123.92376709,46.0017051697,1,1
1130,410079509001041,41007021977001001S001001A,41007021977001001S,-123.913299561,46.0020103455,1,1
1131,410079509001041,41007021980001001S001001A,41007021980001001S,-123.912910461,46.0020065308,1,1
1132,410079509001036,41007021982001001S002001A,41007021982001001S,-123.912612915,46.0020103455,2,1
1134,410079509001036,41007021984001001S002001A,41007021984001001S,-123.912414551,46.0020141602,2,1
1136,410079509001036,41007021985001001S001001A,41007021985001001S,-123.912216187,46.0020103455,1,1
1137,410079509001020,41007021986001001S001001A,41007021986001001S,-123.921203613,46.0017242432,1,1
1138,410079509001020,41007021988001001S002001A,41007021988001001S,-123.920829773,46.0018119812,2,1
1140,410079509001022,41007021990001001S001001A,41007021990001001S,-123.919487,46.001739502,1,1
1141,410079509001022,41007021991001001S002001A,41007021991001001S,-123.920196533,46.0018157959,2,1
1143,410079509001022,41007021992001001S001001A,41007021992001001S,-123.919685364,46.0017318726,1,1
1144,410079509001022,41007021994001001S001001A,41007021994001001S,-123.919288635,46.0017318726,1,1
1145,410079509001022,41007021995001001S001001A,41007021995001001S,-123.919090271,46.0017318726,1,1
1146,410079509001022,41007021996001001S001001A,41007021996001001S,-123.918899536,46.0017318726,1,1
1147,410079509001022,41007021997001001S002001A,41007021997001001S,-123.91860199,46.0017356873,2,1
1149,410079509001022,41007021998001001S001001A,41007021998001001S,-123.918304443,46.0017356873,1,1
1150,410079509001022,41007021999001001S001001A,41007021999001001S,-123.918106079,46.0017356873,1,1
1151,410079509001031,41007022000001001S001001A,41007022000001001S,-123.913856506,46.0019416809,1,1
1152,410079509001022,41007022001001001S001001A,41007022001001001S,-123.917915344,46.0017356873,1,1
1153,410079509001022,41007022002001001S001001A,41007022002001001S,-123.91771698,46.0017356873,1,1
1154,410079509001022,41007022003001001S001001A,41007022003001001S,-123.917518616,46.0017356873,1,1
1155,410079509001022,41007022004001001S001001A,41007022004001001S,-123.917327881,46.0017433167,1,1
1156,410079509001020,41007022007001001S001001A,41007022007001001S,-123.921005249,46.0016593933,1,1
1157,410079509001022,41007022009001001S001001A,41007022009001001S,-123.92010498,46.0016860962,1,1
1158,410079509001020,41007022011001001S001001A,41007022011001001S,-123.920806885,46.0016593933,1,1
1159,410079511001032,41007022012001001S001001A,41007022012001001S,-123.909111023,46.0018196106,1,1
1160,410079509005021,41007022013001001S001001A,41007022013001001S,-123.927185059,46.0012245178,1,1
1161,410079509001031,41007022014001001S002001A,41007022014001001S,-123.913871765,46.0018043518,2,1
1163,410079509005021,41007022015001001S001001A,41007022015001001S,-123.92678833,46.0013542175,1,1
1164,410079509005021,41007022017001001S002001A,41007022017001001S,-123.926597595,46.0013542175,2,1
1166,410079509005021,41007022018001001S002001A,41007022018001001S,-123.926353455,46.0013198853,2,1
1168,410079509001036,41007022019001001S002001A,41007022019001001S,-123.913330078,46.0017356873,2,1
1170,410079509005021,41007022020001001S001001A,41007022020001001S,-123.926109314,46.0013542175,1,1
1171,410079509001036,41007022021001001S001001A,41007022021001001S,-123.913032532,46.0017318726,1,1
1172,410079509005021,41007022023001001S001001A,41007022023001001S,-123.925857544,46.0013542175,1,1
1173,410079509001036,41007022024001001S001001A,41007022024001001S,-123.912834167,46.0017356873,1,1
1174,410079509005021,41007022025001001S001001A,41007022025001001S,-123.925613403,46.0013542175,1,1
1175,410079509001036,41007022026001001S001001A,41007022026001001S,-123.912635803,46.0017356873,1,1
1176,410079509001036,41007022027001001S001001A,41007022027001001S,-123.912437439,46.001739502,1,1
1177,410079509005021,41007022028001001S001001A,41007022028001001S,-123.925415039,46.0013542175,1,1
1178,410079509005021,41007022030001001S001001A,41007022030001001S,-123.925216675,46.0013542175,1,1
1179,410079509005051,41007022031002001S001001A,41007022031002001S,-123.924804688,46.0013504028,1,1
1180,410079509005051,41007022031002002S001001A,41007022031002002S,-123.924804688,46.0013504028,1,1
1181,410079509005051,41007022032001001S001001A,41007022032001001S,-123.924507141,46.0013504028,1,1
1182,410079509005051,41007022033001001S001001A,41007022033001001S,-123.924316406,46.0013504028,1,1
1183,410079509005051,41007022034001001S001001A,41007022034001001S,-123.924156189,46.0013504028,1,1
1184,410079509005051,41007022035001001S001001A,41007022035001001S,-123.924026489,46.0013504028,1,1
1185,410079509005051,41007022036001001S001001A,41007022036001001S,-123.92389679,46.0013504028,1,1
1186,410079509005051,41007022037001001S002001A,41007022037001001S,-123.923622131,46.0013504028,2,1
1188,410079509005051,41007022038001001S006001A,41007022038001001S,-123.923271179,46.0011978149,6,1
1194,410079509001031,41007022039001001S002001A,41007022039001001S,-123.913887024,46.0016670227,2,1
1196,410079509002011,41007022040001001S001001A,41007022040001001S,-123.921363831,46.0013008118,1,1
1197,410079511001032,41007022041001001S001001A,41007022041001001S,-123.909667969,46.0016593933,1,1
1198,410079509002011,41007022043001001S006001A,41007022043001001S,-123.920944214,46.0013237,6,1
1204,410079509002005,41007022045001001S001001A,41007022045001001S,-123.920379639,46.0013275146,1,1
1205,410079509002005,41007022046001001S001001A,41007022046001001S,-123.920120239,46.0013313293,1,1
1206,410079509002005,41007022048001001S001001A,41007022048001001S,-123.919975281,46.0013313293,1,1
1207,410079509002005,41007022049001001S001001A,41007022049001001S,-123.919876099,46.0013313293,1,1
1208,410079509002005,41007022050001001S002001A,41007022050001001S,-123.91973114,46.0013313293,2,1
1210,410079509002005,41007022051001001S001001A,41007022051001001S,-123.919532776,46.0013313293,1,1
1211,410079509002005,41007022052001001S001001A,41007022052001001S,-123.919334412,46.0013313293,1,1
1212,410079509002005,41007022053001001S002001A,41007022053001001S,-123.919136047,46.0013313293,2,1
1214,410079509002005,41007022055001001S001001A,41007022055001001S,-123.918945313,46.0013313293,1,1
1215,410079509002005,41007022057001001S001001A,41007022057001001S,-123.918746948,46.0013313293,1,1
1216,410079509002005,41007022058001001S001001A,41007022058001001S,-123.918586731,46.0013504028,1,1
1217,410079509005021,41007022060001001S001001A,41007022060001001S,-123.926986694,46.0010795593,1,1
1218,410079509005021,41007022063001001S001001A,41007022063001001S,-123.926780701,46.0010795593,1,1
1219,410079509005021,41007022065001001S001001A,41007022065001001S,-123.926582336,46.0010795593,1,1
1220,410079509005021,41007022068001001S001001A,41007022068001001S,-123.92615509,46.0010795593,1,1
1221,410079509005021,41007022069002001S001001A,41007022069002001S,-123.926002502,46.0010795593,1,1
1222,410079509005021,41007022069002002S001001A,41007022069002002S,-123.926002502,46.0010795593,1,1
1223,410079509005021,41007022070001001S001001A,41007022070001001S,-123.925712585,46.0010795593,1,1
1224,410079509005021,41007022072001001S001001A,41007022072001001S,-123.925415039,46.0010795593,1,1
1225,410079509005021,41007022073001001S001001A,41007022073001001S,-123.925216675,46.0011482239,1,1
1226,410079509005051,41007022074001001S005001A,41007022074001001S,-123.92490387,46.0010795593,5,1
1231,410079509005051,41007022075001001S001001A,41007022075001001S,-123.924705505,46.0010757446,1,1
1232,410079509005051,41007022076001001S001001A,41007022076001001S,-123.924507141,46.0010757446,1,1
1233,410079509005051,41007022077001001S001001A,41007022077001001S,-123.924316406,46.0010757446,1,1
1234,410079509005021,41007022078001001S002001A,41007022078001001S,-123.926353455,46.0010452271,2,1
1236,410079509005051,41007022079001001S002001A,41007022079001001S,-123.924110413,46.0010795593,2,1
1238,410079509005051,41007022080001001S001001A,41007022080001001S,-123.923919678,46.0010719299,1,1
1239,410079509005051,41007022081001001S002001A,41007022081001001S,-123.923721313,46.0010757446,2,1
1241,410079509002000,41007022083001001S001001A,41007022083001001S,-123.913352966,46.0014190674,1,1
1242,410079509002000,41007022084001001S002001A,41007022084001001S,-123.912971497,46.0013504028,2,1
1244,410079509002000,41007022085001001S001001A,41007022085001001S,-123.91267395,46.0013504028,1,1
1245,410079509002000,41007022086001001S001001A,41007022086001001S,-123.912475586,46.0013542175,1,1
1246,410079509002000,41007022087001001S001001A,41007022087001001S,-123.912277222,46.0013504028,1,1
1247,410079509002000,41007022088001001S001001A,41007022088001001S,-123.912086487,46.0013542175,1,1
1248,410079511001259,41007022090001001S003001A,41007022090001001S,-123.911453247,46.0011901855,3,1
1251,410079509005021,41007022091001001S001001A,41007022091001001S,-123.925216675,46.0010108948,1,1
1252,410079511001257,41007022092002001S001001A,41007022092002001S,-123.910690308,46.0008888245,1,1
1253,410079511001257,41007022092002002S001001A,41007022092002002S,-123.910690308,46.0008888245,1,1
1254,410079509002005,41007022093001001S001001A,41007022093001001S,-123.92048645,46.0010528564,1,1
1255,410079509002005,41007022094001001S001001A,41007022094001001S,-123.920318604,46.0010566711,1,1
1256,410079509002005,41007022095001001S001001A,41007022095001001S,-123.920120239,46.0010566711,1,1
1257,410079509002005,41007022096001001S001001A,41007022096001001S,-123.919921875,46.0010566711,1,1
1258,410079509002005,41007022098001001S001001A,41007022098001001S,-123.919631958,46.0010566711,1,1
1259,410079509002005,41007022100001001S001001A,41007022100001001S,-123.919334412,46.0010566711,1,1
1260,410079509002001,41007022101001001S001001A,41007022101001001S,-123.913925171,46.0012130737,1,1
1261,410079509002005,41007022102001001S001001A,41007022102001001S,-123.919136047,46.0010566711,1,1
1262,410079509002005,41007022103001001S001001A,41007022103001001S,-123.918937683,46.0010566711,1,1
1263,410079509002005,41007022108001001S001001A,41007022108001001S,-123.918716431,46.0011291504,1,1
1264,410079509002000,41007022109001001S001001A,41007022109001001S,-123.913368225,46.0012702942,1,1
1265,410079509005011,41007022118001001S001001A,41007022118001001S,-123.927536011,46.0006103516,1,1
1266,410079511001251,41007022120001001S001001A,41007022120001001S,-123.90990448,46.0012664795,1,1
1267,410079509005011,41007022121001001S001001A,41007022121001001S,-123.926795959,46.0007247925,1,1
1268,410079509005011,41007022122001001S001001A,41007022122001001S,-123.926597595,46.0007247925,1,1
1269,410079511001251,41007022123001001S001001A,41007022123001001S,-123.909095764,46.0011978149,1,1
1270,410079509005011,41007022124001001S001001A,41007022124001001S,-123.926399231,46.0007247925,1,1
1271,410079509005011,41007022126001001S001001A,41007022126001001S,-123.926200867,46.0007247925,1,1
1272,410079509005011,41007022127001001S001001A,41007022127001001S,-123.926010132,46.0007209778,1,1
1273,410079509005011,41007022129002001S001001A,41007022129002001S,-123.927238464,46.0008049011,1,1
1274,410079509005011,41007022129002002S001001A,41007022129002002S,-123.927276611,46.0008163452,1,1
1275,410079509005011,41007022130001001S001001A,41007022130001001S,-123.925811768,46.0007209778,1,1
1276,410079509005011,41007022132001001S001001A,41007022132001001S,-123.926971436,46.0007972717,1,1
1277,410079509005011,41007022133001001S001001A,41007022133001001S,-123.925613403,46.0007209778,1,1
1278,410079509002005,41007022134001001S001001A,41007022134001001S,-123.918746948,46.0009918213,1,1
1279,410079509005011,41007022135001001S001001A,41007022135001001S,-123.925354004,46.000743866,1,1
1280,410079509002000,41007022136001001S002001A,41007022136001001S,-123.91318512,46.0010681152,2,1
1282,410079509005052,41007022137001001S001001A,41007022137001001S,-123.92490387,46.0007209778,1,1
1283,410079509005011,41007022138001001S001001A,41007022138001001S,-123.927238464,46.0007705688,1,1
1284,410079509005052,41007022141001001S001001A,41007022141001001S,-123.924705505,46.0007209778,1,1
1285,410079509002000,41007022142001001S001001A,41007022142001001S,-123.912506104,46.0010795593,1,1
1286,410079509005052,41007022144001001S001001A,41007022144001001S,-123.924491882,46.0007209778,1,1
1287,410079509002000,41007022145001001S003001A,41007022145001001S,-123.912208557,46.0010795593,3,1
1290,410079509005011,41007022146001001S001001A,41007022146001001S,-123.92729187,46.000743866,1,1
1291,410079509005052,41007022147001001S001001A,41007022147001001S,-123.924232483,46.0007209778,1,1
1292,410079509005011,41007022151001001S001001A,41007022151001001S,-123.926971436,46.0007514954,1,1
